sample_id,file_path,category,subcategory,instrument,tags,duration,sample_rate,source,source_id,license,pitch,dynamic,technique,description
nature_human_speech_male_0118,data/corpus/nature/human/nature_human_speech_male_0118.wav,nature,human,speech_male,Male_speech_and_man_speaking;Crowd;Race_car_and_auto_racing;Engine;Speech;Human_voice;Human_group_actions;Car;Motor_vehicle_(road);Vehicle,24.887,22050,FSD50K,181187.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
music_percussion_percussion_0019,data/corpus/music/percussion/music_percussion_percussion_0019.wav,music,percussion,percussion,Keyboard_(musical);Percussion;Musical_instrument;Music,24.0,22050,FSD50K,181190.wav,CC-BY,,,,percussion from FSD50K (Percussion)
urban_human_typing_0016,data/corpus/urban/human/urban_human_typing_0016.wav,urban,human,typing,Typing;Domestic_sounds_and_home_sounds,22.197,22050,FSD50K,181257.wav,CC-BY,,,,typing from FSD50K (Typing)
urban_domestic_dishes_0024,data/corpus/urban/domestic/urban_domestic_dishes_0024.wav,urban,domestic,dishes,Dishes_and_pots_and_pans;Domestic_sounds_and_home_sounds,15.178,22050,FSD50K,181261.wav,CC-BY,,,,dishes from FSD50K (Dishes_and_pots_and_pans)
nature_texture_whoosh_0010,data/corpus/nature/texture/nature_texture_whoosh_0010.wav,nature,texture,whoosh,Whoosh_and_swoosh_and_swish,8.373,22050,FSD50K,181263.wav,CC-BY,,,,whoosh from FSD50K (Whoosh_and_swoosh_and_swish)
urban_human_typing_0017,data/corpus/urban/human/urban_human_typing_0017.wav,urban,human,typing,Computer_keyboard;Typing;Domestic_sounds_and_home_sounds,11.0,22050,FSD50K,181264.wav,CC-BY,,,,typing from FSD50K (Typing)
urban_alarm_chime_0008,data/corpus/urban/alarm/urban_alarm_chime_0008.wav,urban,alarm,chime,Wind_chime;Chime;Bell,21.576,22050,FSD50K,181269.wav,CC-BY,,,,chime from FSD50K (Chime)
nature_animal_mammal_0035,data/corpus/nature/animal/nature_animal_mammal_0035.wav,nature,animal,mammal,Meow;Cat;Domestic_animals_and_pets;Animal,23.818,22050,FSD50K,181344.wav,CC-BY,,,,mammal from FSD50K (Cat)
urban_impact_tap_0015,data/corpus/urban/impact/urban_impact_tap_0015.wav,urban,impact,tap,Tap;Alarm,27.847,22050,FSD50K,181363.wav,CC-BY,,,,tap from FSD50K (Tap)
music_voice_singing_0010,data/corpus/music/voice/music_voice_singing_0010.wav,music,voice,singing,Singing;Human_voice,9.19,22050,FSD50K,18149.wav,CC-BY,,,,singing from FSD50K (Singing)
nature_human_yell_0004,data/corpus/nature/human/nature_human_yell_0004.wav,nature,human,yell,Yell;Alarm;Shout;Human_voice,26.383,22050,FSD50K,181597.wav,CC-BY,,,,yell from FSD50K (Yell)
nature_human_laughing_0025,data/corpus/nature/human/nature_human_laughing_0025.wav,nature,human,laughing,Giggle;Laughter;Human_voice,8.696,22050,FSD50K,181599.wav,CC-BY,,,,laughing from FSD50K (Laughter)
music_percussion_cowbell_0013,data/corpus/music/percussion/music_percussion_cowbell_0013.wav,music,percussion,cowbell,Cowbell;Bell,18.978,22050,FSD50K,181605.wav,CC-BY,,,,cowbell from FSD50K (Cowbell)
urban_impact_rattle_0026,data/corpus/urban/impact/urban_impact_rattle_0026.wav,urban,impact,rattle,Rattle;Explosion,25.152,22050,FSD50K,181610.wav,CC-BY,,,,rattle from FSD50K (Rattle)
urban_domestic_cutlery_0021,data/corpus/urban/domestic/urban_domestic_cutlery_0021.wav,urban,domestic,cutlery,Cutlery_and_silverware;Tap;Whoosh_and_swoosh_and_swish;Domestic_sounds_and_home_sounds,1.359,22050,FSD50K,181679.wav,CC-BY,,,,cutlery from FSD50K (Cutlery_and_silverware)
music_string_plucked_bass_guitar_0014,data/corpus/music/string_plucked/music_string_plucked_bass_guitar_0014.wav,music,string_plucked,bass_guitar,Bass_guitar;Marimba_and_xylophone;Drum;Percussion;Musical_instrument;Music;Guitar;Plucked_string_instrument;Mallet_percussion,8.754,22050,FSD50K,181827.wav,CC-BY,,,,bass_guitar from FSD50K (Bass_guitar)
urban_impact_thud_0006,data/corpus/urban/impact/urban_impact_thud_0006.wav,urban,impact,thud,Thump_and_thud,8.775,22050,FSD50K,181895.wav,CC-BY,,,,thud from FSD50K (Thump_and_thud)
nature_weather_rain_0028,data/corpus/nature/weather/nature_weather_rain_0028.wav,nature,weather,rain,Rain;Water,7.541,22050,FSD50K,181896.wav,CC-BY,,,,rain from FSD50K (Rain)
urban_alarm_chime_0009,data/corpus/urban/alarm/urban_alarm_chime_0009.wav,urban,alarm,chime,Wind_chime;Chime;Bell,6.106,22050,FSD50K,181897.wav,CC-BY,,,,chime from FSD50K (Chime)
urban_transport_bus_0006,data/corpus/urban/transport/urban_transport_bus_0006.wav,urban,transport,bus,Bus;Engine;Motor_vehicle_(road);Vehicle,4.621,22050,FSD50K,181900.wav,CC-BY,,,,bus from FSD50K (Bus)
urban_impact_coin_0023,data/corpus/urban/impact/urban_impact_coin_0023.wav,urban,impact,coin,Coin_(dropping);Wood;Domestic_sounds_and_home_sounds,24.305,22050,FSD50K,181904.wav,CC-BY,,,,coin from FSD50K (Coin_(dropping))
urban_impact_coin_0024,data/corpus/urban/impact/urban_impact_coin_0024.wav,urban,impact,coin,Coin_(dropping);Domestic_sounds_and_home_sounds,4.253,22050,FSD50K,181905.wav,CC-BY,,,,coin from FSD50K (Coin_(dropping))
urban_impact_rattle_0027,data/corpus/urban/impact/urban_impact_rattle_0027.wav,urban,impact,rattle,Rattle;Hiss;Crackle;Fire,29.877,22050,FSD50K,181919.wav,CC-BY,,,,rattle from FSD50K (Rattle)
urban_impact_knock_0014,data/corpus/urban/impact/urban_impact_knock_0014.wav,urban,impact,knock,Knock;Door;Domestic_sounds_and_home_sounds,21.442,22050,FSD50K,181923.wav,CC-BY,,,,knock from FSD50K (Knock)
nature_animal_bird_0067,data/corpus/nature/animal/nature_animal_bird_0067.wav,nature,animal,bird,Chirp_and_tweet;Thump_and_thud;Livestock_and_farm_animals_and_working_animals;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,18.274,22050,FSD50K,181936.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
music_percussion_bass_drum_0019,data/corpus/music/percussion/music_percussion_bass_drum_0019.wav,music,percussion,bass_drum,Speech_synthesizer;Bass_drum;Keyboard_(musical);Telephone;Musical_instrument;Music;Speech;Human_voice;Drum;Percussion;Alarm,16.081,22050,FSD50K,181937.wav,CC-BY,,,,bass_drum from FSD50K (Bass_drum)
urban_impact_gunshot_0024,data/corpus/urban/impact/urban_impact_gunshot_0024.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,2.468,22050,FSD50K,182236.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0025,data/corpus/urban/impact/urban_impact_gunshot_0025.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.5,22050,FSD50K,182271.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0026,data/corpus/urban/impact/urban_impact_gunshot_0026.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.477,22050,FSD50K,182272.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0027,data/corpus/urban/impact/urban_impact_gunshot_0027.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.696,22050,FSD50K,182273.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0028,data/corpus/urban/impact/urban_impact_gunshot_0028.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.7,22050,FSD50K,182274.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
nature_animal_mammal_0036,data/corpus/nature/animal/nature_animal_mammal_0036.wav,nature,animal,mammal,Meow;Cat;Domestic_animals_and_pets;Animal,19.575,22050,FSD50K,182307.wav,CC-BY,,,,mammal from FSD50K (Cat)
music_electronic_instrument_0123,data/corpus/music/electronic/music_electronic_instrument_0123.wav,music,electronic,instrument,Scratching_(performance_technique);Musical_instrument;Music,1.125,22050,FSD50K,182316.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
urban_alarm_bell_0016,data/corpus/urban/alarm/urban_alarm_bell_0016.wav,urban,alarm,bell,Keyboard_(musical);Bell;Musical_instrument;Music,3.033,22050,FSD50K,182352.wav,CC-BY,,,,bell from FSD50K (Bell)
urban_transport_skateboard_0008,data/corpus/urban/transport/urban_transport_skateboard_0008.wav,urban,transport,skateboard,Skateboard;Vehicle,0.801,22050,FSD50K,18239.wav,CC-BY,,,,skateboard from FSD50K (Skateboard)
urban_alarm_alarm_0056,data/corpus/urban/alarm/urban_alarm_alarm_0056.wav,urban,alarm,alarm,Alarm,15.0,22050,FSD50K,182401.wav,CC-BY,,,,alarm from FSD50K (Alarm)
nature_animal_bird_0068,data/corpus/nature/animal/nature_animal_bird_0068.wav,nature,animal,bird,Chirp_and_tweet;Insect;Wild_animals;Animal;Bird_vocalization_and_bird_call_and_bird_song;Bird,22.942,22050,FSD50K,182500.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_animal_dog_0021,data/corpus/nature/animal/nature_animal_dog_0021.wav,nature,animal,dog,Bark;Chatter;Chirp_and_tweet;Dog;Domestic_animals_and_pets;Animal;Human_group_actions;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals,13.436,22050,FSD50K,182501.wav,CC-BY,,,,dog from FSD50K (Bark)
nature_animal_bird_0069,data/corpus/nature/animal/nature_animal_bird_0069.wav,nature,animal,bird,Chirp_and_tweet;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,4.458,22050,FSD50K,182502.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_animal_bird_0070,data/corpus/nature/animal/nature_animal_bird_0070.wav,nature,animal,bird,Chirp_and_tweet;Crow;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,14.055,22050,FSD50K,182503.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_animal_bird_0071,data/corpus/nature/animal/nature_animal_bird_0071.wav,nature,animal,bird,Chirp_and_tweet;Livestock_and_farm_animals_and_working_animals;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,29.411,22050,FSD50K,182504.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_animal_bird_0072,data/corpus/nature/animal/nature_animal_bird_0072.wav,nature,animal,bird,Chirp_and_tweet;Idling;Bird;Livestock_and_farm_animals_and_working_animals;Wild_animals;Animal;Bird_vocalization_and_bird_call_and_bird_song;Engine,12.641,22050,FSD50K,182506.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_animal_bird_0073,data/corpus/nature/animal/nature_animal_bird_0073.wav,nature,animal,bird,Chirp_and_tweet;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,4.728,22050,FSD50K,182507.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_animal_bird_0074,data/corpus/nature/animal/nature_animal_bird_0074.wav,nature,animal,bird,Chirp_and_tweet;Bird_vocalization_and_bird_call_and_bird_song;Livestock_and_farm_animals_and_working_animals;Bird;Wild_animals;Animal,4.709,22050,FSD50K,182509.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
urban_domestic_tick_0012,data/corpus/urban/domestic/urban_domestic_tick_0012.wav,urban,domestic,tick,Tick,1.775,22050,FSD50K,18260.wav,CC-BY,,,,tick from FSD50K (Tick)
nature_human_voice_0013,data/corpus/nature/human/nature_human_voice_0013.wav,nature,human,voice,Meow;Human_voice;Cat;Domestic_animals_and_pets;Animal,1.335,22050,FSD50K,18270.wav,CC-BY,,,,voice from FSD50K (Human_voice)
nature_human_voice_0014,data/corpus/nature/human/nature_human_voice_0014.wav,nature,human,voice,Meow;Human_voice;Cat;Domestic_animals_and_pets;Animal,1.265,22050,FSD50K,18271.wav,CC-BY,,,,voice from FSD50K (Human_voice)
nature_human_voice_0015,data/corpus/nature/human/nature_human_voice_0015.wav,nature,human,voice,Meow;Human_voice;Cat;Domestic_animals_and_pets;Animal,3.123,22050,FSD50K,18272.wav,CC-BY,,,,voice from FSD50K (Human_voice)
music_voice_male_singing_0013,data/corpus/music/voice/music_voice_male_singing_0013.wav,music,voice,male_singing,Male_singing;Piano;Bowed_string_instrument;Keyboard_(musical);Musical_instrument;Music;Singing;Human_voice,25.868,22050,FSD50K,182732.wav,CC-BY,,,,male_singing from FSD50K (Male_singing)
urban_machine_revving_0018,data/corpus/urban/machine/urban_machine_revving_0018.wav,urban,machine,revving,Engine_starting;Motorcycle;Accelerating_and_revving_and_vroom;Engine;Motor_vehicle_(road);Vehicle,25.447,22050,FSD50K,182785.wav,CC-BY,,,,revving from FSD50K (Accelerating_and_revving_and_vroom)
urban_machine_fan_0016,data/corpus/urban/machine/urban_machine_fan_0016.wav,urban,machine,fan,Mechanical_fan;Mechanisms,25.256,22050,FSD50K,182786.wav,CC-BY,,,,fan from FSD50K (Mechanical_fan)
urban_domestic_cutlery_0022,data/corpus/urban/domestic/urban_domestic_cutlery_0022.wav,urban,domestic,cutlery,Cutlery_and_silverware;Domestic_sounds_and_home_sounds,16.667,22050,FSD50K,182812.wav,CC-BY,,,,cutlery from FSD50K (Cutlery_and_silverware)
nature_human_fart_0028,data/corpus/nature/human/nature_human_fart_0028.wav,nature,human,fart,Fart;Human_voice,1.001,22050,FSD50K,182853.wav,CC-BY,,,,fart from FSD50K (Fart)
nature_animal_mammal_0037,data/corpus/nature/animal/nature_animal_mammal_0037.wav,nature,animal,mammal,Purr;Cat;Domestic_animals_and_pets;Animal,18.295,22050,FSD50K,182854.wav,CC-BY,,,,mammal from FSD50K (Cat)
nature_human_burping_0017,data/corpus/nature/human/nature_human_burping_0017.wav,nature,human,burping,Burping_and_eructation,1.665,22050,FSD50K,182871.wav,CC-BY,,,,burping from FSD50K (Burping_and_eructation)
urban_impact_shatter_0015,data/corpus/urban/impact/urban_impact_shatter_0015.wav,urban,impact,shatter,Shatter;Thump_and_thud;Glass,4.147,22050,FSD50K,182896.wav,CC-BY,,,,shatter from FSD50K (Shatter)
music_percussion_hihat_0041,data/corpus/music/percussion/music_percussion_hihat_0041.wav,music,percussion,hihat,Hi-hat;Bass_drum;Cymbal;Percussion;Musical_instrument;Music;Drum,0.501,22050,FSD50K,183099.wav,CC-BY,,,,hihat from FSD50K (Hi-hat)
music_percussion_snare_drum_0023,data/corpus/music/percussion/music_percussion_snare_drum_0023.wav,music,percussion,snare_drum,Snare_drum;Drum;Percussion;Musical_instrument;Music,0.889,22050,FSD50K,183112.wav,CC-BY,,,,snare_drum from FSD50K (Snare_drum)
nature_human_speech_male_0119,data/corpus/nature/human/nature_human_speech_male_0119.wav,nature,human,speech_male,Male_speech_and_man_speaking;Female_speech_and_woman_speaking;Idling;Bus;Speech;Human_voice;Engine;Motor_vehicle_(road);Vehicle,20.526,22050,FSD50K,183456.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_chatter_0048,data/corpus/nature/human/nature_human_chatter_0048.wav,nature,human,chatter,Chatter;Chirp_and_tweet;Engine;Aircraft;Human_group_actions;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal;Vehicle,29.578,22050,FSD50K,183627.wav,CC-BY,,,,chatter from FSD50K (Chatter)
nature_animal_bird_0075,data/corpus/nature/animal/nature_animal_bird_0075.wav,nature,animal,bird,Chirp_and_tweet;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,12.055,22050,FSD50K,18366.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_human_chatter_0049,data/corpus/nature/human/nature_human_chatter_0049.wav,nature,human,chatter,Chatter;Church_bell;Human_group_actions;Bell,17.528,22050,FSD50K,18375.wav,CC-BY,,,,chatter from FSD50K (Chatter)
nature_animal_insect_0025,data/corpus/nature/animal/nature_animal_insect_0025.wav,nature,animal,insect,Buzz;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal;Insect,16.0,22050,FSD50K,184197.wav,CC-BY,,,,insect from FSD50K (Buzz)
urban_transport_train_0015,data/corpus/urban/transport/urban_transport_train_0015.wav,urban,transport,train,Train;Rail_transport;Vehicle,21.307,22050,FSD50K,184226.wav,CC-BY,,,,train from FSD50K (Train)
nature_water_drip_0019,data/corpus/nature/water/nature_water_drip_0019.wav,nature,water,drip,Drip;Water_tap_and_faucet;Liquid;Domestic_sounds_and_home_sounds,20.062,22050,FSD50K,184293.wav,CC-BY,,,,drip from FSD50K (Drip)
nature_water_gurgle_0012,data/corpus/nature/water/nature_water_gurgle_0012.wav,nature,water,gurgle,Bathtub_(filling_or_washing);Gurgling;Domestic_sounds_and_home_sounds;Water,22.256,22050,FSD50K,184304.wav,CC-BY,,,,gurgle from FSD50K (Gurgling)
urban_impact_coin_0025,data/corpus/urban/impact/urban_impact_coin_0025.wav,urban,impact,coin,Coin_(dropping);Domestic_sounds_and_home_sounds,4.357,22050,FSD50K,184372.wav,CC-BY,,,,coin from FSD50K (Coin_(dropping))
music_string_plucked_electric_guitar_0031,data/corpus/music/string_plucked/music_string_plucked_electric_guitar_0031.wav,music,string_plucked,electric_guitar,Electric_guitar;Walk_and_footsteps;Crash_cymbal;Engine_starting;Motorcycle;Accelerating_and_revving_and_vroom;Guitar;Plucked_string_instrument;Musical_instrument;Music;Cymbal;Percussion;Engine;Motor_vehicle_(road);Vehicle,15.133,22050,FSD50K,18442.wav,CC-BY,,,,electric_guitar from FSD50K (Electric_guitar)
nature_human_speech_female_0025,data/corpus/nature/human/nature_human_speech_female_0025.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Walk_and_footsteps;Chatter;Crow;Speech;Human_voice;Human_group_actions;Bird;Wild_animals;Animal,25.962,22050,FSD50K,18443.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
urban_alarm_alarm_0057,data/corpus/urban/alarm/urban_alarm_alarm_0057.wav,urban,alarm,alarm,Telephone;Alarm,13.952,22050,FSD50K,184441.wav,CC-BY,,,,alarm from FSD50K (Alarm)
nature_human_laughing_0026,data/corpus/nature/human/nature_human_laughing_0026.wav,nature,human,laughing,Laughter;Human_voice,3.213,22050,FSD50K,184469.wav,CC-BY,,,,laughing from FSD50K (Laughter)
nature_human_laughing_0027,data/corpus/nature/human/nature_human_laughing_0027.wav,nature,human,laughing,Laughter;Human_voice,4.389,22050,FSD50K,184470.wav,CC-BY,,,,laughing from FSD50K (Laughter)
music_electronic_instrument_0124,data/corpus/music/electronic/music_electronic_instrument_0124.wav,music,electronic,instrument,Accordion;Glockenspiel;Musical_instrument;Music;Mallet_percussion;Percussion,17.788,22050,FSD50K,184474.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
nature_human_coughing_0012,data/corpus/nature/human/nature_human_coughing_0012.wav,nature,human,coughing,Cough;Respiratory_sounds,1.556,22050,FSD50K,18448.wav,CC-BY,,,,coughing from FSD50K (Cough)
music_voice_female_singing_0010,data/corpus/music/voice/music_voice_female_singing_0010.wav,music,voice,female_singing,Female_singing;Singing;Human_voice,10.199,22050,FSD50K,18449.wav,CC-BY,,,,female_singing from FSD50K (Female_singing)
nature_human_speech_female_0026,data/corpus/nature/human/nature_human_speech_female_0026.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Speech;Human_voice,4.679,22050,FSD50K,184490.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
urban_impact_squeak_0047,data/corpus/urban/impact/urban_impact_squeak_0047.wav,urban,impact,squeak,Squeak;Female_speech_and_woman_speaking;Subway_and_metro_and_underground;Sliding_door;Hiss;Door;Domestic_sounds_and_home_sounds;Speech;Human_voice;Rail_transport;Vehicle,28.121,22050,FSD50K,184606.wav,CC-BY,,,,squeak from FSD50K (Squeak)
nature_animal_mammal_0038,data/corpus/nature/animal/nature_animal_mammal_0038.wav,nature,animal,mammal,Purr;Cat;Domestic_animals_and_pets;Animal,10.17,22050,FSD50K,184663.wav,CC-BY,,,,mammal from FSD50K (Cat)
urban_impact_gunshot_0029,data/corpus/urban/impact/urban_impact_gunshot_0029.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.064,22050,FSD50K,185034.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
